degree,n,time
27,35,0.000032300000000000
27,36,0.000034400000000000
27,37,0.000035000000000000
27,38,0.000035900000000000
27,39,0.000037900000000000
27,40,0.000037800000000000
27,41,0.000038300000000000
27,42,0.000039200000000000
27,43,0.000040700000000000
27,44,0.000041700000000000
27,45,0.000042900000000000
27,46,0.000044000000000000
27,47,0.000045700000000000
27,48,0.000046900000000000
27,49,0.000048300000000000
27,50,0.000049600000000000
27,51,0.000066700000000000
27,52,0.000066500000000000
27,53,0.000069500000000000
27,54,0.000071300000000000
28,29,0.000035000000000000
28,30,0.000026400000000000
28,31,0.000026600000000000
28,32,0.000027800000000000
28,33,0.000029900000000000
28,34,0.000030700000000000
28,35,0.000032200000000000
28,36,0.000033500000000000
28,37,0.000034700000000000
28,38,0.000035300000000000
28,39,0.000037000000000000
28,40,0.000037500000000000
28,41,0.000038600000000000
28,42,0.000039700000000000
28,43,0.000040500000000000
28,44,0.000042000000000000
28,45,0.000042900000000000
28,46,0.000044400000000000
28,47,0.000046100000000000
28,48,0.000046700000000000
28,49,0.000048300000000000
28,50,0.000049600000000000
28,51,0.000066700000000000
28,52,0.000065500000000000
28,53,0.000067900000000000
28,54,0.000070200000000000
28,55,0.000071700000000000
28,56,0.000072000000000000
29,30,0.000037400000000000
29,31,0.000028300000000000
29,32,0.000028300000000000
29,33,0.000030400000000000
29,34,0.000031700000000000
29,35,0.000033000000000000
29,36,0.000034000000000000
29,37,0.000035100000000000
29,38,0.000036400000000000
29,39,0.000037700000000000
29,40,0.000038100000000000
29,41,0.000039000000000000
29,42,0.000040200000000000
29,43,0.000042500000000000
29,44,0.000043700000000000
29,45,0.000044100000000000
29,46,0.000045500000000000
29,47,0.000047100000000000
29,48,0.000047500000000000
29,49,0.000049900000000000
29,50,0.000051400000000000
29,51,0.000067300000000000
29,52,0.000069300000000000
29,53,0.000068600000000000
29,54,0.000070400000000000
29,55,0.000072100000000000
29,56,0.000072100000000000
29,57,0.000074400000000000
29,58,0.000076700000000000
30,31,0.000039700000000000
30,32,0.000028600000000000
30,33,0.000030400000000000
30,34,0.000031900000000000
30,35,0.000033400000000000
30,36,0.000034200000000000
30,37,0.000035400000000000
30,38,0.000036700000000000
30,39,0.000037900000000000
30,40,0.000038300000000000
30,41,0.000039600000000000
30,42,0.000040400000000000
30,43,0.000042000000000000
30,44,0.000042900000000000
30,45,0.000044600000000000
30,46,0.000045600000000000
30,47,0.000047100000000000
30,48,0.000048300000000000
30,49,0.000049700000000000
30,50,0.000051700000000000
30,51,0.000067600000000000
30,52,0.000068600000000000
30,53,0.000068400000000000
30,54,0.000071100000000000
30,55,0.000074200000000000
30,56,0.000076200000000000
30,57,0.000074500000000000
30,58,0.000077600000000000
30,59,0.000078700000000000
30,60,0.000079100000000000
31,32,0.000041500000000000
31,33,0.000031200000000000
31,34,0.000032300000000000
31,35,0.000033800000000000
31,36,0.000035000000000000
31,37,0.000036000000000000
31,38,0.000037100000000000
31,39,0.000038500000000000
31,40,0.000039400000000000
31,41,0.000040100000000000
31,42,0.000041200000000000
31,43,0.000042500000000000
31,44,0.000043500000000000
31,45,0.000044900000000000
31,46,0.000046400000000000
31,47,0.000048700000000000
31,48,0.000048400000000000
31,49,0.000050400000000000
31,50,0.000052100000000000
31,51,0.000067000000000000
31,52,0.000067000000000000
31,53,0.000069300000000000
31,54,0.000071500000000000
31,55,0.000072300000000000
31,56,0.000073800000000000
31,57,0.000075200000000000
31,58,0.000078000000000000
31,59,0.000079700000000000
31,60,0.000080500000000000
31,61,0.000082500000000000
31,62,0.000084500000000000
32,33,0.000048400000000000
32,34,0.000034500000000000
32,35,0.000035200000000000
32,36,0.000036800000000000
32,37,0.000038300000000000
32,38,0.000037700000000000
32,39,0.000039000000000000
32,40,0.000039300000000000
32,41,0.000041200000000000
32,42,0.000041900000000000
32,43,0.000042900000000000
32,44,0.000044200000000000
32,45,0.000045600000000000
32,46,0.000046800000000000
32,47,0.000048100000000000
32,48,0.000049300000000000
32,49,0.000051300000000000
32,50,0.000052300000000000
32,51,0.000068500000000000
32,52,0.000068200000000000
32,53,0.000070000000000000
32,54,0.000072100000000000
32,55,0.000073300000000000
32,56,0.000075500000000000
32,57,0.000076900000000000
32,58,0.000079000000000000
32,59,0.000081300000000000
32,60,0.000082200000000000
32,61,0.000083600000000000
32,62,0.000087400000000000
32,63,0.000087900000000000
32,64,0.000089800000000000
33,34,0.000056700000000000
33,35,0.000035000000000000
33,36,0.000035800000000000
33,37,0.000037000000000000
33,38,0.000037700000000000
33,39,0.000039700000000000
33,40,0.000040000000000000
33,41,0.000041500000000000
33,42,0.000043700000000000
33,43,0.000043700000000000
33,44,0.000044700000000000
33,45,0.000046100000000000
33,46,0.000047500000000000
33,47,0.000048800000000000
33,48,0.000050200000000000
33,49,0.000051700000000000
33,50,0.000053100000000000
33,51,0.000067900000000000
33,52,0.000068200000000000
33,53,0.000069800000000000
33,54,0.000072000000000000
33,55,0.000075600000000000
33,56,0.000077500000000000
33,57,0.000076400000000000
33,58,0.000078700000000000
33,59,0.000080300000000000
33,60,0.000080900000000000
33,61,0.000083400000000000
33,62,0.000084800000000000
33,63,0.000087400000000000
33,64,0.000088600000000000
33,65,0.000101000000000000
33,66,0.000102200000000000
34,35,0.000057600000000000
34,36,0.000036700000000000
34,37,0.000037400000000000
34,38,0.000038900000000000
34,39,0.000040200000000000
34,40,0.000040400000000000
34,41,0.000041700000000000
34,42,0.000042800000000000
34,43,0.000044800000000000
34,44,0.000045700000000000
34,45,0.000047100000000000
34,46,0.000048100000000000
34,47,0.000049600000000000
34,48,0.000050600000000000
34,49,0.000052600000000000
34,50,0.000053900000000000
34,51,0.000073600000000000
34,52,0.000074100000000000
34,53,0.000074800000000000
34,54,0.000078400000000000
34,55,0.000080500000000000
34,56,0.000081000000000000
34,57,0.000083600000000000
34,58,0.000085500000000000
34,59,0.000086800000000000
34,60,0.000087800000000000
34,61,0.000090000000000000
34,62,0.000092400000000000
34,63,0.000095000000000000
34,64,0.000095700000000000
34,65,0.000107700000000000
34,66,0.000111200000000000
34,67,0.000115100000000000
34,68,0.000117900000000000
35,36,0.000061900000000000
35,37,0.000038300000000000
35,38,0.000039500000000000
35,39,0.000040500000000000
35,40,0.000041000000000000
35,41,0.000042600000000000
35,42,0.000043700000000000
35,43,0.000044800000000000
35,44,0.000046300000000000
35,45,0.000047700000000000
35,46,0.000049000000000000
35,47,0.000050200000000000
35,48,0.000051600000000000
35,49,0.000053200000000000
35,50,0.000054600000000000
35,51,0.000072400000000000
35,52,0.000074300000000000
35,53,0.000074800000000000
35,54,0.000078000000000000
35,55,0.000079800000000000
35,56,0.000079900000000000
35,57,0.000082400000000000
35,58,0.000084900000000000
35,59,0.000087000000000000
35,60,0.000087400000000000
35,61,0.000090300000000000
35,62,0.000093000000000000
35,63,0.000095100000000000
35,64,0.000097600000000000
35,65,0.000109100000000000
35,66,0.000110000000000000
35,67,0.000111700000000000
35,68,0.000113000000000000
35,69,0.000114600000000000
35,70,0.000118400000000000
36,37,0.000065200000000000
36,38,0.000041800000000000
36,39,0.000043500000000000
36,40,0.000044500000000000
36,41,0.000043400000000000
36,42,0.000044400000000000
36,43,0.000045400000000000
36,44,0.000047100000000000
36,45,0.000048700000000000
36,46,0.000049800000000000
36,47,0.000051400000000000
36,48,0.000052400000000000
36,49,0.000055200000000000
36,50,0.000055300000000000
36,51,0.000075400000000000
36,52,0.000074500000000000
36,53,0.000077000000000000
36,54,0.000080300000000000
36,55,0.000081900000000000
36,56,0.000082200000000000
36,57,0.000083600000000000
36,58,0.000086600000000000
36,59,0.000088500000000000
36,60,0.000089600000000000
36,61,0.000091400000000000
36,62,0.000094100000000000
36,63,0.000096400000000000
36,64,0.000097800000000000
36,65,0.000110700000000000
36,66,0.000112600000000000
36,67,0.000114700000000000
36,68,0.000115200000000000
36,69,0.000117500000000000
36,70,0.000122400000000000
36,71,0.000124500000000000
36,72,0.000122100000000000
37,38,0.000067900000000000
37,39,0.000042100000000000
37,40,0.000042400000000000
37,41,0.000043800000000000
37,42,0.000044800000000000
37,43,0.000046200000000000
37,44,0.000047800000000000
37,45,0.000048800000000000
37,46,0.000050200000000000
37,47,0.000051400000000000
37,48,0.000052600000000000
37,49,0.000055400000000000
37,50,0.000056400000000000
37,51,0.000074800000000000
37,52,0.000075100000000000
37,53,0.000078600000000000
37,54,0.000081200000000000
37,55,0.000083900000000000
37,56,0.000081200000000000
37,57,0.000083200000000000
37,58,0.000085400000000000
37,59,0.000087900000000000
37,60,0.000088100000000000
37,61,0.000090100000000000
37,62,0.000093800000000000
37,63,0.000095500000000000
37,64,0.000097100000000000
37,65,0.000107300000000000
37,66,0.000111300000000000
37,67,0.000114400000000000
37,68,0.000114600000000000
37,69,0.000117500000000000
37,70,0.000120500000000000
37,71,0.000123200000000000
37,72,0.000121700000000000
37,73,0.000123900000000000
37,74,0.000126600000000000
38,39,0.000073200000000000
38,40,0.000043400000000000
38,41,0.000044700000000000
38,42,0.000046100000000000
38,43,0.000047300000000000
38,44,0.000048100000000000
38,45,0.000049900000000000
38,46,0.000050800000000000
38,47,0.000052900000000000
38,48,0.000054000000000000
38,49,0.000055500000000000
38,50,0.000057200000000000
38,51,0.000076200000000000
38,52,0.000075900000000000
38,53,0.000078100000000000
38,54,0.000080900000000000
38,55,0.000082500000000000
38,56,0.000083100000000000
38,57,0.000085600000000000
38,58,0.000088300000000000
38,59,0.000089300000000000
38,60,0.000089900000000000
38,61,0.000092600000000000
38,62,0.000095200000000000
38,63,0.000097100000000000
38,64,0.000098200000000000
38,65,0.000108800000000000
38,66,0.000113100000000000
38,67,0.000115600000000000
38,68,0.000116200000000000
38,69,0.000117900000000000
38,70,0.000123500000000000
38,71,0.000123300000000000
38,72,0.000124500000000000
38,73,0.000128400000000000
38,74,0.000128400000000000
38,75,0.000130400000000000
38,76,0.000130600000000000
39,40,0.000073700000000000
39,41,0.000045300000000000
39,42,0.000047400000000000
39,43,0.000048500000000000
39,44,0.000049900000000000
39,45,0.000051900000000000
39,46,0.000051300000000000
39,47,0.000052900000000000
39,48,0.000054400000000000
39,49,0.000056400000000000
39,50,0.000057600000000000
39,51,0.000075600000000000
39,52,0.000076100000000000
39,53,0.000077500000000000
39,54,0.000080500000000000
39,55,0.000082400000000000
39,56,0.000082900000000000
39,57,0.000084700000000000
39,58,0.000087800000000000
39,59,0.000090900000000000
39,60,0.000090600000000000
39,61,0.000093600000000000
39,62,0.000097000000000000
39,63,0.000101700000000000
39,64,0.000097700000000000
39,65,0.000109200000000000
39,66,0.000112200000000000
39,67,0.000114400000000000
39,68,0.000116100000000000
39,69,0.000117700000000000
39,70,0.000121400000000000
39,71,0.000123700000000000
39,72,0.000122600000000000
39,73,0.000124900000000000
39,74,0.000128100000000000
39,75,0.000130700000000000
39,76,0.000131700000000000
39,77,0.000133900000000000
39,78,0.000139400000000000
40,41,0.000079000000000000
40,42,0.000047200000000000
40,43,0.000048400000000000
40,44,0.000050100000000000
40,45,0.000051700000000000
40,46,0.000052500000000000
40,47,0.000053600000000000
40,48,0.000055000000000000
40,49,0.000057200000000000
40,50,0.000059300000000000
40,51,0.000078100000000000
40,52,0.000077800000000000
40,53,0.000079000000000000
40,54,0.000083200000000000
40,55,0.000085200000000000
40,56,0.000085100000000000
40,57,0.000086800000000000
40,58,0.000089800000000000
40,59,0.000091400000000000
40,60,0.000092400000000000
40,61,0.000094000000000000
40,62,0.000097100000000000
40,63,0.000099200000000000
40,64,0.000100200000000000
40,65,0.000113300000000000
40,66,0.000117300000000000
40,67,0.000117200000000000
40,68,0.000119400000000000
40,69,0.000125500000000000
40,70,0.000123600000000000
40,71,0.000126200000000000
40,72,0.000126600000000000
40,73,0.000127200000000000
40,74,0.000130800000000000
40,75,0.000133200000000000
40,76,0.000134100000000000
40,77,0.000135600000000000
40,78,0.000139100000000000
40,79,0.000141700000000000
40,80,0.000141500000000000
41,42,0.000080300000000000
41,43,0.000049100000000000
41,44,0.000050400000000000
41,45,0.000051800000000000
41,46,0.000053500000000000
41,47,0.000054700000000000
41,48,0.000056900000000000
41,49,0.000059400000000000
41,50,0.000060900000000000
41,51,0.000076800000000000
41,52,0.000076800000000000
41,53,0.000078500000000000
41,54,0.000081800000000000
41,55,0.000083300000000000
41,56,0.000083900000000000
41,57,0.000085900000000000
41,58,0.000090600000000000
41,59,0.000092700000000000
41,60,0.000090900000000000
41,61,0.000093200000000000
41,62,0.000095900000000000
41,63,0.000097800000000000
41,64,0.000098800000000000
41,65,0.000109800000000000
41,66,0.000113300000000000
41,67,0.000115900000000000
41,68,0.000116200000000000
41,69,0.000118400000000000
41,70,0.000120900000000000
41,71,0.000123900000000000
41,72,0.000123600000000000
41,73,0.000126600000000000
41,74,0.000128700000000000
41,75,0.000131500000000000
41,76,0.000131800000000000
41,77,0.000133800000000000
41,78,0.000138200000000000
41,79,0.000139800000000000
41,80,0.000140200000000000
41,81,0.000144000000000000
41,82,0.000146600000000000
42,43,0.000086300000000000
42,44,0.000051400000000000
42,45,0.000052600000000000
42,46,0.000053900000000000
42,47,0.000055600000000000
42,48,0.000056700000000000
42,49,0.000058500000000000
42,50,0.000060000000000000
42,51,0.000080600000000000
42,52,0.000080500000000000
42,53,0.000082300000000000
42,54,0.000085600000000000
42,55,0.000086500000000000
42,56,0.000087200000000000
42,57,0.000090100000000000
42,58,0.000092600000000000
42,59,0.000094300000000000
42,60,0.000095100000000000
42,61,0.000097100000000000
42,62,0.000100000000000000
42,63,0.000102300000000000
42,64,0.000103500000000000
42,65,0.000113900000000000
42,66,0.000117900000000000
42,67,0.000120900000000000
42,68,0.000121000000000000
42,69,0.000123700000000000
42,70,0.000130800000000000
42,71,0.000129300000000000
42,72,0.000128200000000000
42,73,0.000130400000000000
42,74,0.000134200000000000
42,75,0.000136600000000000
42,76,0.000136800000000000
42,77,0.000139100000000000
42,78,0.000142700000000000
42,79,0.000145600000000000
42,80,0.000145600000000000
42,81,0.000149000000000000
42,82,0.000153000000000000
42,83,0.000154600000000000
42,84,0.000155800000000000
43,44,0.000088800000000000
43,45,0.000053700000000000
43,46,0.000054800000000000
43,47,0.000056200000000000
43,48,0.000057400000000000
43,49,0.000059100000000000
43,50,0.000060600000000000
43,51,0.000079900000000000
43,52,0.000080200000000000
43,53,0.000083000000000000
43,54,0.000085300000000000
43,55,0.000088000000000000
43,56,0.000090200000000000
43,57,0.000093100000000000
43,58,0.000093000000000000
43,59,0.000095200000000000
43,60,0.000095500000000000
43,61,0.000097400000000000
43,62,0.000101100000000000
43,63,0.000102600000000000
43,64,0.000104500000000000
43,65,0.000114800000000000
43,66,0.000120900000000000
43,67,0.000124000000000000
43,68,0.000120600000000000
43,69,0.000123300000000000
43,70,0.000128500000000000
43,71,0.000129700000000000
43,72,0.000128900000000000
43,73,0.000130900000000000
43,74,0.000135400000000000
43,75,0.000136800000000000
43,76,0.000137300000000000
43,77,0.000139100000000000
43,78,0.000143700000000000
43,79,0.000147600000000000
43,80,0.000146200000000000
43,81,0.000149600000000000
43,82,0.000153400000000000
43,83,0.000154400000000000
43,84,0.000155300000000000
43,85,0.000160400000000000
43,86,0.000162500000000000
44,45,0.000095600000000000
44,46,0.000056500000000000
44,47,0.000056900000000000
44,48,0.000058100000000000
44,49,0.000060200000000000
44,50,0.000061500000000000
44,51,0.000080500000000000
44,52,0.000081500000000000
44,53,0.000083600000000000
44,54,0.000085900000000000
44,55,0.000088100000000000
44,56,0.000089000000000000
44,57,0.000091500000000000
44,58,0.000093000000000000
44,59,0.000096500000000000
44,60,0.000096900000000000
44,61,0.000098800000000000
44,62,0.000102200000000000
44,63,0.000103300000000000
44,64,0.000104000000000000
44,65,0.000115100000000000
44,66,0.000118900000000000
44,67,0.000121700000000000
44,68,0.000122300000000000
44,69,0.000125200000000000
44,70,0.000128300000000000
44,71,0.000130500000000000
44,72,0.000129700000000000
44,73,0.000132300000000000
44,74,0.000135500000000000
44,75,0.000138300000000000
44,76,0.000138700000000000
44,77,0.000140700000000000
44,78,0.000145400000000000
44,79,0.000147700000000000
44,80,0.000151100000000000
44,81,0.000150900000000000
44,82,0.000153200000000000
44,83,0.000158300000000000
44,84,0.000156300000000000
44,85,0.000159700000000000
44,86,0.000164200000000000
44,87,0.000168900000000000
44,88,0.000169200000000000
45,46,0.000098900000000000
45,47,0.000058600000000000
45,48,0.000059500000000000
45,49,0.000061200000000000
45,50,0.000063100000000000
45,51,0.000080500000000000
45,52,0.000081600000000000
45,53,0.000083500000000000
45,54,0.000085600000000000
45,55,0.000088300000000000
45,56,0.000088200000000000
45,57,0.000089800000000000
45,58,0.000092900000000000
45,59,0.000094800000000000
45,60,0.000096400000000000
45,61,0.000097300000000000
45,62,0.000100100000000000
45,63,0.000102500000000000
45,64,0.000103200000000000
45,65,0.000114700000000000
45,66,0.000118100000000000
45,67,0.000120900000000000
45,68,0.000121700000000000
45,69,0.000125200000000000
45,70,0.000127400000000000
45,71,0.000129500000000000
45,72,0.000129900000000000
45,73,0.000132500000000000
45,74,0.000137400000000000
45,75,0.000140400000000000
45,76,0.000138300000000000
45,77,0.000140500000000000
45,78,0.000145300000000000
45,79,0.000147000000000000
45,80,0.000151700000000000
45,81,0.000149700000000000
45,82,0.000153000000000000
45,83,0.000154800000000000
45,84,0.000155900000000000
45,85,0.000159700000000000
45,86,0.000163200000000000
45,87,0.000165500000000000
45,88,0.000165800000000000
45,89,0.000169300000000000
45,90,0.000172300000000000
46,47,0.000105400000000000
46,48,0.000060000000000000
46,49,0.000061800000000000
46,50,0.000063000000000000
46,51,0.000081500000000000
46,52,0.000082300000000000
46,53,0.000084500000000000
46,54,0.000087700000000000
46,55,0.000089300000000000
46,56,0.000089000000000000
46,57,0.000091200000000000
46,58,0.000095700000000000
46,59,0.000098300000000000
46,60,0.000098100000000000
46,61,0.000101600000000000
46,62,0.000108300000000000
46,63,0.000108300000000000
46,64,0.000106300000000000
46,65,0.000115700000000000
46,66,0.000119500000000000
46,67,0.000122300000000000
46,68,0.000122300000000000
46,69,0.000125400000000000
46,70,0.000129200000000000
46,71,0.000131000000000000
46,72,0.000130000000000000
46,73,0.000132500000000000
46,74,0.000137300000000000
46,75,0.000140100000000000
46,76,0.000139500000000000
46,77,0.000142100000000000
46,78,0.000145900000000000
46,79,0.000148100000000000
46,80,0.000148600000000000
46,81,0.000150900000000000
46,82,0.000155700000000000
46,83,0.000155600000000000
46,84,0.000157500000000000
46,85,0.000161100000000000
46,86,0.000166400000000000
46,87,0.000167300000000000
46,88,0.000167000000000000
46,89,0.000169900000000000
46,90,0.000174000000000000
46,91,0.000191200000000000
46,92,0.000179400000000000
47,48,0.000108500000000000
47,49,0.000064700000000000
47,50,0.000066200000000000
47,51,0.000083900000000000
47,52,0.000082900000000000
47,53,0.000085600000000000
47,54,0.000088000000000000
47,55,0.000090200000000000
47,56,0.000091400000000000
47,57,0.000093500000000000
47,58,0.000095500000000000
47,59,0.000097400000000000
47,60,0.000100600000000000
47,61,0.000099000000000000
47,62,0.000102400000000000
47,63,0.000105100000000000
47,64,0.000105900000000000
47,65,0.000117500000000000
47,66,0.000120400000000000
47,67,0.000123000000000000
47,68,0.000124600000000000
47,69,0.000127700000000000
47,70,0.000130000000000000
47,71,0.000133800000000000
47,72,0.000132600000000000
47,73,0.000134100000000000
47,74,0.000137600000000000
47,75,0.000140100000000000
47,76,0.000140200000000000
47,77,0.000144000000000000
47,78,0.000146000000000000
47,79,0.000149300000000000
47,80,0.000150000000000000
47,81,0.000153500000000000
47,82,0.000156100000000000
47,83,0.000159900000000000
47,84,0.000159700000000000
47,85,0.000162300000000000
47,86,0.000165100000000000
47,87,0.000169200000000000
47,88,0.000170000000000000
47,89,0.000172100000000000
47,90,0.000175300000000000
47,91,0.000179300000000000
47,92,0.000180300000000000
47,93,0.000183300000000000
47,94,0.000187700000000000
48,49,0.000112600000000000
48,50,0.000066300000000000
48,51,0.000082300000000000
48,52,0.000082900000000000
48,53,0.000085400000000000
48,54,0.000088200000000000
48,55,0.000089900000000000
48,56,0.000090200000000000
48,57,0.000092400000000000
48,58,0.000095500000000000
48,59,0.000097000000000000
48,60,0.000098600000000000
48,61,0.000100100000000000
48,62,0.000103200000000000
48,63,0.000105300000000000
48,64,0.000105800000000000
48,65,0.000117300000000000
48,66,0.000120400000000000
48,67,0.000124300000000000
48,68,0.000124600000000000
48,69,0.000126800000000000
48,70,0.000131100000000000
48,71,0.000133000000000000
48,72,0.000131000000000000
48,73,0.000134000000000000
48,74,0.000138000000000000
48,75,0.000140600000000000
48,76,0.000141600000000000
48,77,0.000143100000000000
48,78,0.000147000000000000
48,79,0.000149800000000000
48,80,0.000150300000000000
48,81,0.000152700000000000
48,82,0.000156600000000000
48,83,0.000160100000000000
48,84,0.000162000000000000
48,85,0.000165400000000000
48,86,0.000168600000000000
48,87,0.000173500000000000
48,88,0.000169400000000000
48,89,0.000172000000000000
48,90,0.000176200000000000
48,91,0.000179300000000000
48,92,0.000185500000000000
48,93,0.000180800000000000
48,94,0.000187100000000000
48,95,0.000188100000000000
48,96,0.000189100000000000
49,50,0.000118100000000000
49,51,0.000082200000000000
49,52,0.000082700000000000
49,53,0.000085000000000000
49,54,0.000087500000000000
49,55,0.000089000000000000
49,56,0.000089800000000000
49,57,0.000092600000000000
49,58,0.000095100000000000
49,59,0.000096300000000000
49,60,0.000097000000000000
49,61,0.000099300000000000
49,62,0.000101100000000000
49,63,0.000104300000000000
49,64,0.000106000000000000
49,65,0.000116700000000000
49,66,0.000120800000000000
49,67,0.000124100000000000
49,68,0.000124300000000000
49,69,0.000127600000000000
49,70,0.000129000000000000
49,71,0.000131400000000000
49,72,0.000131600000000000
49,73,0.000134600000000000
49,74,0.000137300000000000
49,75,0.000140900000000000
49,76,0.000141400000000000
49,77,0.000142700000000000
49,78,0.000146400000000000
49,79,0.000149000000000000
49,80,0.000149600000000000
49,81,0.000152500000000000
49,82,0.000156100000000000
49,83,0.000162600000000000
49,84,0.000162100000000000
49,85,0.000166500000000000
49,86,0.000165900000000000
49,87,0.000168700000000000
49,88,0.000168100000000000
49,89,0.000171200000000000
49,90,0.000174900000000000
49,91,0.000177900000000000
49,92,0.000178700000000000
49,93,0.000182200000000000
49,94,0.000184700000000000
49,95,0.000188300000000000
49,96,0.000187700000000000
49,97,0.000192800000000000
49,98,0.000196500000000000
50,51,0.000123100000000000
50,52,0.000087300000000000
50,53,0.000088200000000000
50,54,0.000092500000000000
50,55,0.000093900000000000
50,56,0.000092900000000000
50,57,0.000095900000000000
50,58,0.000099000000000000
50,59,0.000100100000000000
50,60,0.000101600000000000
50,61,0.000103700000000000
50,62,0.000106900000000000
50,63,0.000109900000000000
50,64,0.000110800000000000
50,65,0.000121500000000000
50,66,0.000125100000000000
50,67,0.000127900000000000
50,68,0.000130700000000000
50,69,0.000131700000000000
50,70,0.000134900000000000
50,71,0.000137200000000000
50,72,0.000136900000000000
50,73,0.000138800000000000
50,74,0.000142700000000000
50,75,0.000146600000000000
50,76,0.000146600000000000
50,77,0.000148500000000000
50,78,0.000152500000000000
50,79,0.000155500000000000
50,80,0.000161300000000000
50,81,0.000157300000000000
50,82,0.000161000000000000
50,83,0.000164400000000000
50,84,0.000165600000000000
50,85,0.000168600000000000
50,86,0.000171900000000000
50,87,0.000174100000000000
50,88,0.000175500000000000
50,89,0.000179600000000000
50,90,0.000182100000000000
